STATION,DATE,TAVG,TMAX,TMIN,PRCP,AWND,YEAR,MONTH,CITY
USW00094728_NYC,2020-01-01,9.944444444444445,14.000000000000002,4.055555555555554,86.868,12.4,2020,1,NYC
USW00094728_NYC,2020-02-01,21.22222222222222,28.166666666666668,18.388888888888886,89.66199999999999,8.4,2020,2,NYC
USW00094728_NYC,2020-03-01,18.166666666666668,24.444444444444443,11.944444444444445,90.932,4.4,2020,3,NYC
USW00094728_NYC,2020-04-01,18.000000000000004,25.055555555555554,15.055555555555555,119.88799999999999,7.4,2020,4,NYC
USW00094728_NYC,2020-05-01,23.944444444444443,30.27777777777778,16.61111111111111,138.17600000000002,8.8,2020,5,NYC
USW00094728_NYC,2020-06-01,19.777777777777775,24.61111111111111,16.833333333333332,81.026,12.9,2020,6,NYC
USW00094728_NYC,2020-07-01,17.944444444444443,22.11111111111111,9.944444444444445,60.706,8.9,2020,7,NYC
USW00094728_NYC,2020-08-01,11.777777777777779,16.666666666666668,8.944444444444445,28.194000000000003,9.0,2020,8,NYC
USW00094728_NYC,2020-09-01,4.000000000000002,11.055555555555555,-0.4999999999999992,86.868,9.5,2020,9,NYC
USW00094728_NYC,2020-10-01,6.555555555555554,11.11111111111111,3.111111111111112,100.076,8.9,2020,10,NYC
USW00094728_NYC,2020-11-01,5.611111111111112,8.555555555555555,-0.8888888888888897,41.148,8.8,2020,11,NYC
USW00094728_NYC,2020-12-01,5.777777777777777,14.11111111111111,0.0,108.204,9.9,2020,12,NYC
USW00094728_NYC,2021-01-01,15.61111111111111,22.055555555555557,9.777777777777779,96.01199999999999,8.8,2021,1,NYC
USW00094728_NYC,2021-02-01,19.388888888888893,23.77777777777778,12.5,96.52,8.8,2021,2,NYC
USW00094728_NYC,2021-03-01,24.333333333333332,32.5,19.055555555555557,176.784,12.2,2021,3,NYC
USW00094728_NYC,2021-04-01,24.222222222222218,29.166666666666668,21.11111111111111,106.67999999999999,9.9,2021,4,NYC
USW00094728_NYC,2021-05-01,22.444444444444446,29.333333333333332,17.72222222222222,124.46000000000001,7.4,2021,5,NYC
USW00094728_NYC,2021-06-01,16.166666666666668,20.72222222222222,8.777777777777777,123.444,5.4,2021,6,NYC
USW00094728_NYC,2021-07-01,17.11111111111111,24.88888888888889,9.38888888888889,85.598,5.8,2021,7,NYC
USW00094728_NYC,2021-08-01,3.111111111111112,8.11111111111111,0.16666666666666508,91.69399999999999,8.1,2021,8,NYC
USW00094728_NYC,2021-09-01,7.3888888888888875,13.722222222222223,3.8333333333333326,86.106,10.9,2021,9,NYC
USW00094728_NYC,2021-10-01,-3.0555555555555554,0.055555555555556344,-8.555555555555555,108.966,9.4,2021,10,NYC
USW00094728_NYC,2021-11-01,0.9999999999999984,8.277777777777779,-7.277777777777778,57.15,1.3,2021,11,NYC
USW00094728_NYC,2021-12-01,11.944444444444445,15.166666666666666,5.1111111111111125,90.16999999999999,7.7,2021,12,NYC
USW00094728_NYC,2022-01-01,11.38888888888889,16.77777777777778,3.1666666666666683,98.298,9.9,2022,1,NYC
USW00094728_NYC,2022-02-01,20.055555555555554,23.88888888888889,14.555555555555555,91.69399999999999,4.3,2022,2,NYC
USW00094728_NYC,2022-03-01,20.500000000000004,23.833333333333336,17.38888888888889,110.99799999999999,3.5,2022,3,NYC
USW00094728_NYC,2022-04-01,23.444444444444443,30.72222222222222,19.833333333333332,84.32799999999999,12.7,2022,4,NYC
USW00094728_NYC,2022-05-01,22.77777777777778,31.055555555555557,14.5,141.224,8.6,2022,5,NYC
USW00094728_NYC,2022-06-01,17.055555555555557,19.944444444444446,9.666666666666666,89.66199999999999,6.4,2022,6,NYC
USW00094728_NYC,2022-07-01,10.0,17.444444444444443,6.666666666666667,80.772,8.8,2022,7,NYC
USW00094728_NYC,2022-08-01,8.61111111111111,11.777777777777779,0.4999999999999992,93.472,6.8,2022,8,NYC
USW00094728_NYC,2022-09-01,1.6666666666666667,6.666666666666667,-3.7777777777777777,24.892,6.2,2022,9,NYC
USW00094728_NYC,2022-10-01,6.944444444444445,14.61111111111111,1.6111111111111103,38.354,8.7,2022,10,NYC
USW00094728_NYC,2022-11-01,4.777777777777779,10.444444444444443,1.555555555555554,13.208,9.6,2022,11,NYC
USW00094728_NYC,2022-12-01,4.8888888888888875,10.61111111111111,0.6111111111111119,75.946,6.1,2022,12,NYC
USW00094728_NYC,2023-01-01,12.0,18.166666666666668,5.944444444444446,67.056,11.9,2023,1,NYC
USW00094728_NYC,2023-02-01,15.61111111111111,23.277777777777782,11.777777777777779,136.90599999999998,9.5,2023,2,NYC
USW00094728_NYC,2023-03-01,20.11111111111111,27.666666666666668,16.0,62.483999999999995,6.4,2023,3,NYC
USW00094728_NYC,2023-04-01,20.055555555555554,24.72222222222222,16.555555555555557,103.886,13.3,2023,4,NYC
USW00094728_NYC,2023-05-01,19.0,22.22222222222222,14.333333333333334,136.398,6.7,2023,5,NYC
USW00094728_NYC,2023-06-01,18.22222222222222,21.333333333333336,10.277777777777779,88.392,5.8,2023,6,NYC
USW00094728_NYC,2023-07-01,10.666666666666668,17.0,4.2777777777777795,44.958,10.2,2023,7,NYC
USW00094728_NYC,2023-08-01,7.777777777777778,10.944444444444446,3.2222222222222205,36.068,7.8,2023,8,NYC
USW00094728_NYC,2023-09-01,4.166666666666667,12.277777777777779,-2.166666666666666,84.582,11.5,2023,9,NYC
USW00094728_NYC,2023-10-01,-2.6111111111111107,2.944444444444443,-9.555555555555555,29.971999999999998,9.1,2023,10,NYC
USW00094728_NYC,2023-11-01,5.166666666666665,9.277777777777779,2.2222222222222223,29.463999999999995,10.8,2023,11,NYC
USW00094728_NYC,2023-12-01,8.055555555555555,12.055555555555557,1.3888888888888888,38.354,8.9,2023,12,NYC
USW00012839_MIA,2020-01-01,22.5,27.38888888888889,18.055555555555557,130.55599999999998,13.3,2020,1,MIA
USW00012839_MIA,2020-02-01,31.11111111111111,35.55555555555556,24.222222222222218,112.77600000000001,4.5,2020,2,MIA
USW00012839_MIA,2020-03-01,31.833333333333332,35.05555555555556,23.944444444444443,131.064,2.0,2020,3,MIA
USW00012839_MIA,2020-04-01,41.333333333333336,47.833333333333336,33.111111111111114,134.36599999999999,3.1,2020,4,MIA
USW00012839_MIA,2020-05-01,33.55555555555556,41.27777777777778,26.22222222222222,146.812,8.9,2020,5,MIA
USW00012839_MIA,2020-06-01,33.27777777777778,39.22222222222222,26.888888888888893,89.154,12.9,2020,6,MIA
USW00012839_MIA,2020-07-01,23.388888888888886,30.944444444444443,18.111111111111107,74.16799999999999,4.6,2020,7,MIA
USW00012839_MIA,2020-08-01,19.61111111111111,26.555555555555557,12.777777777777779,82.296,2.8,2020,8,MIA
USW00012839_MIA,2020-09-01,12.333333333333336,15.61111111111111,9.11111111111111,82.296,5.7,2020,9,MIA
USW00012839_MIA,2020-10-01,16.11111111111111,24.333333333333332,10.388888888888891,47.751999999999995,4.8,2020,10,MIA
USW00012839_MIA,2020-11-01,18.5,23.77777777777778,10.61111111111111,71.11999999999999,8.2,2020,11,MIA
USW00012839_MIA,2020-12-01,19.72222222222222,23.333333333333332,15.722222222222221,64.26199999999999,9.3,2020,12,MIA
USW00012839_MIA,2021-01-01,25.055555555555554,32.22222222222222,17.11111111111111,81.53399999999999,5.1,2021,1,MIA
USW00012839_MIA,2021-02-01,28.555555555555557,34.5,22.22222222222222,162.56,3.2,2021,2,MIA
USW00012839_MIA,2021-03-01,33.833333333333336,40.77777777777778,27.88888888888889,146.04999999999998,10.5,2021,3,MIA
USW00012839_MIA,2021-04-01,36.27777777777778,40.166666666666664,29.5,119.88799999999999,5.2,2021,4,MIA
USW00012839_MIA,2021-05-01,31.61111111111111,39.166666666666664,28.388888888888886,162.56,8.0,2021,5,MIA
USW00012839_MIA,2021-06-01,27.666666666666668,31.77777777777778,19.499999999999996,92.71,10.5,2021,6,MIA
USW00012839_MIA,2021-07-01,25.27777777777778,30.77777777777778,18.277777777777782,125.22199999999998,5.0,2021,7,MIA
USW00012839_MIA,2021-08-01,20.055555555555554,26.166666666666664,14.055555555555554,85.09,1.0,2021,8,MIA
USW00012839_MIA,2021-09-01,14.444444444444445,18.000000000000004,9.000000000000002,120.14200000000001,1.4,2021,9,MIA
USW00012839_MIA,2021-10-01,14.555555555555555,21.333333333333336,8.333333333333334,70.612,9.1,2021,10,MIA
USW00012839_MIA,2021-11-01,17.11111111111111,20.222222222222225,12.444444444444445,85.344,7.4,2021,11,MIA
USW00012839_MIA,2021-12-01,17.88888888888889,22.944444444444443,14.777777777777779,117.60199999999999,1.5,2021,12,MIA
USW00012839_MIA,2022-01-01,22.333333333333332,25.555555555555557,16.27777777777778,81.28,9.6,2022,1,MIA
USW00012839_MIA,2022-02-01,32.833333333333336,40.05555555555556,29.833333333333332,137.414,6.9,2022,2,MIA
USW00012839_MIA,2022-03-01,31.666666666666668,38.77777777777778,26.055555555555557,122.428,4.8,2022,3,MIA
USW00012839_MIA,2022-04-01,34.27777777777778,39.111111111111114,27.277777777777775,123.698,6.2,2022,4,MIA
USW00012839_MIA,2022-05-01,35.0,42.55555555555556,30.11111111111111,150.114,10.1,2022,5,MIA
USW00012839_MIA,2022-06-01,27.16666666666667,34.27777777777778,22.333333333333332,150.876,6.2,2022,6,MIA
USW00012839_MIA,2022-07-01,22.666666666666668,27.5,15.944444444444445,82.042,6.6,2022,7,MIA
USW00012839_MIA,2022-08-01,22.055555555555557,29.833333333333332,19.0,52.06999999999999,3.7,2022,8,MIA
